position,speed,timestamp
28,1.622044486671591e-11,1726216526740
58.400001525878906,1.9000000953674316,1726216526756
96,2.3499999046325684,1726216526772
116.80000305175781,1.2235295912798714,1726216526789
130.39999389648438,0.7999994614545036,1726216526806
142.39999389648438,0.75,1726216526822
146.39999389648438,0.2222222222222222,1726216526840
150.39999389648438,0.25,1726216526856
152.8000030517578,0.15000057220458984,1726216526872
154.39999389648438,0.0888883802625868,1726216526890
155.1999969482422,0.05000019073486328,1726216526906
156,0.006837632921006944,1726216527023
159.1999969482422,0.04776114848122668,1726216527090
178.39999389648438,1.066666497124566,1726216527108
247.1999969482422,4.586666870117187,1726216527123
322.3999938964844,4.423529232249541,1726216527140
427.20001220703125,6.164706959443934,1726216527157
428,0.049999237060546875,1726216527173
511.20001220703125,4.8941183651194855,1726216527190
584.7999877929688,4.329410328584559,1726216527207
648.7999877929688,4,1726216527223
704.7999877929688,3.2941176470588234,1726216527240
756,3.0117654239430145,1726216527257
804,3,1726216527273
846.4000244140625,2.494119083180147,1726216527290
884.7999877929688,2.2588213752297794,1726216527307
888,0.18823601217830882,1726216527324
848.7999877929688,0.08730514968158408,1726216527773
696,8.988234576056986,1726216527790
548,8.705882352941176,1726216527807
373.6000061035156,9.178947047183389,1726216527826
132.8000030517578,17.2000002179827,1726216527840
108,1.4588237089269303,1726216527857
107.19999694824219,0.047059003044577205,1726216527874
0,6.699999809265137,1726216527890
