position,speed,timestamp
4,2.3172082371076455e-12,1726215165277
16,0.4444444444444444,1726215165304
60.79999923706055,2.799999952316284,1726215165320
148,4.360000038146973,1726215165340
214.39999389648438,4.426666259765625,1726215165355
280.79998779296875,4.426666259765625,1726215165370
400.79998779296875,7.0588235294117645,1726215165387
454.3999938964844,3.152941535500919,1726215165404
518.4000244140625,4.000001907348633,1726215165420
587.2000122070312,4.04705810546875,1726215165437
636.7999877929688,3.0999984741210938,1726215165453
638.4000244140625,0.09411980124080882,1726215165470
706.4000244140625,4,1726215165487
758.4000244140625,3.25,1726215165503
802.4000244140625,2.588235294117647,1726215165520
840.7999877929688,2.2588213752297794,1726215165537
875.2000122070312,2.0235308478860294,1726215165554
888,0.7999992370605469,1726215165570
886.4000244140625,0.001999969482421875,1726215166370
799.2000122070312,5.129412482766544,1726215166387
721.5999755859375,4.564708036534927,1726215166404
617.5999755859375,6.117647058823529,1726215166421
502.3999938964844,7.19999885559082,1726215166437
330.3999938964844,10.117647058823529,1726215166454
234.39999389648438,5.647058823529412,1726215166471
139.1999969482422,5.949999809265137,1726215166487
138.39999389648438,0.047059003044577205,1726215166504
52.79999923706055,5.035293803495519,1726215166521
0,3.299999952316284,1726215166537
0.800000011920929,0.0023952096165297276,1726215166871
44.79999923706055,2.5882352485376248,1726215166888
139.1999969482422,5.2444443172878685,1726215166906
212.8000030517578,4.600000381469727,1726215166922
268.79998779296875,3.4999990463256836,1726215166938
347.20001220703125,4.611766142003677,1726215166955
394.3999938964844,2.7764695111443016,1726215166972
457.6000061035156,3.950000762939453,1726215166988
548.7999877929688,5.364704805261948,1726215167005
621.5999755859375,4.282352223115809,1726215167022
668.7999877929688,2.950000762939453,1726215167038
713.5999755859375,1.3575753876657197,1726215167071
746.4000244140625,1.9294146369485294,1726215167088
774.4000244140625,1.6470588235294117,1726215167105
797.5999755859375,1.4499969482421875,1726215167121
817.5999755859375,1.1764705882352942,1726215167138
835.2000122070312,1.0352962718290442,1726215167155
851.2000122070312,1,1726215167171
865.5999755859375,0.8470566693474265,1726215167188
863.2000122070312,0.14117431640625,1726215167205
788.7999877929688,4.650001525878906,1726215167221
694.4000244140625,5.552939022288603,1726215167238
514.4000244140625,10.588235294117647,1726215167255
370.3999938964844,9.000001907348633,1726215167271
232.8000030517578,8.094117108513327,1726215167288
67.19999694824219,9.741176829618567,1726215167305
66.4000015258789,0.0470585542566636,1726215167322
0,3.905882442698759,1726215167339
118.4000015258789,0.3555555601377745,1726215167672
219.1999969482422,5.599999745686849,1726215167690
350.3999938964844,8.199999809265137,1726215167706
447.20001220703125,5.694118724149816,1726215167723
531.2000122070312,5.25,1726215167739
648.7999877929688,6.917645622702206,1726215167756
708.7999877929688,1.2,1726215167806
756,2.776471306295956,1726215167823
796,2.3529411764705883,1726215167840
830.4000244140625,2.1500015258789062,1726215167856
859.2000122070312,1.7999992370605469,1726215167872
884.7999877929688,1.505880916819853,1726215167889
888,0.18823601217830882,1726215167906
820,0.68,1726215168006
712.7999877929688,6.305883071001838,1726215168023
580.7999877929688,7.764705882352941,1726215168040
420,10.049999237060547,1726215168056
222.39999389648438,11.623529770795036,1726215168073
153.60000610351562,4.04705810546875,1726215168090
152.8000030517578,0.05000019073486328,1726215168106
14.399999618530273,8.141176672542796,1726215168123
0,0.8999999761581421,1726215168139
3.200000047683716,0.01600000023841858,1726215168339
76.80000305175781,4.329411941416123,1726215168356
168,5.066666497124566,1726215168374
244.8000030517578,4.517647238338695,1726215168391
297.6000061035156,3.3000001907348633,1726215168407
420.79998779296875,7.247057746438419,1726215168424
516.7999877929688,5.647058823529412,1726215168441
573.5999755859375,1.7749996185302734,1726215168473
618.4000244140625,2.635296989889706,1726215168490
656.7999877929688,2.2588213752297794,1726215168507
688.7999877929688,1.8823529411764706,1726215168524
717.5999755859375,1.7999992370605469,1726215168540
744,1.5529426125919117,1726215168557
766.4000244140625,1.4000015258789062,1726215168573
786.4000244140625,1.1764705882352942,1726215168590
806.4000244140625,1.1764705882352942,1726215168607
824.7999877929688,1.0823507869944853,1726215168624
841.5999755859375,1.0499992370605469,1726215168640
856.7999877929688,0.8941183651194853,1726215168657
870.4000244140625,0.8000021541819853,1726215168674
884,0.8499984741210938,1726215168690
888,0.23529411764705882,1726215168707
826.4000244140625,1.23199951171875,1726215168757
705.5999755859375,7.5500030517578125,1726215168773
590.4000244140625,6.776467715992647,1726215168790
464,7.435295553768382,1726215168807
292,10.75,1726215168823
198.39999389648438,5.505882711971507,1726215168840
172,1.5529408174402572,1726215168857
69.5999984741211,3.1030303492690576,1726215168890
0,4.0941175573012405,1726215168907
0.800000011920929,0.0028268551657983356,1726215169190
66.4000015258789,3.8588236184681164,1726215169207
139.1999969482422,4.549999713897705,1726215169223
295.20001220703125,8.66666751437717,1726215169241
386.3999938964844,5.69999885559082,1726215169257
502.3999938964844,3.515151515151515,1726215169290
612,6.447059182559743,1726215169307
714.4000244140625,6.023530847886029,1726215169324
808,5.849998474121094,1726215169340
888,4.705882352941177,1726215169357
882.4000244140625,0.019718223894146125,1726215169641
787.2000122070312,5.950000762939453,1726215169657
674.4000244140625,6.635293399586397,1726215169674
460.79998779296875,12.564708036534926,1726215169691
460,0.024242054332386364,1726215169724
357.6000061035156,6.023529052734375,1726215169741
256,5.976470947265625,1726215169758
154.39999389648438,6.350000381469727,1726215169774
62.400001525878906,5.41176425709444,1726215169791
0,3.6705883250517,1726215169808
