position,speed,timestamp
0.800000011920929,4.634415932726357e-13,1726215392692
2.4000000953674316,0.004863222138135267,1726215393021
6.400000095367432,0.23529411764705882,1726215393038
36,1.5578947318227667,1726215393057
159.1999969482422,8.213333129882812,1726215393072
507.20001220703125,21.750000953674316,1726215393088
714.4000244140625,12.950000762939453,1726215393104
724,0.5647044462316176,1726215393121
888,9.647058823529411,1726215393138
880.7999877929688,0.013090931285511363,1726215393688
660.7999877929688,12.941176470588236,1726215393705
514.4000244140625,8.611762551700368,1726215393722
172,21.400001525878906,1726215393738
170.39999389648438,0.09411800608915441,1726215393755
0,9.466666327582466,1726215393773
